Waktu;Hari;Kelompok_Umur_Pengemudi;Jenis_Kelamin_Pengemudi;Pendidikan;Hubungan_Pengemudi_Kendaraan;Pengalaman_Mengemudi;Jenis_Kendaraan;Pemilik_Kendaraan;Usia_Kendaraan;Kerusakan_Kendaraan;Lokasi_Kecelakaan;Jalur_atau_Median;Kondisi_Jalan;Jenis_Persimpangan;Jenis_Permukaan_Jalan;Kondisi_Permukaan_Jalan;Kondisi_Pencahayaan;Kondisi_Cuaca;Jenis_Tabrakan;Jumlah_Kendaraan_Terlibat;Jumlah_Korban;Pergerakan_Kendaraan;Kelas_Korban;Jenis_Kelamin_Korban;Kelompok_Umur_Korban;Keparahan_Korban;Pekerjaan_Korban;Kondisi_Korban;Pergerakan_Pejalan_Kaki;Penyebab_Kecelakaan;Tingkat_Keparahan_Kecelakaan
10:59:00;Jumat;diAtas 51;Laki-laki;SMP;Milik Pribadi;5-10 Tahun;Special vehicle;Milik Pribadi;5-10 Tahun;Tidak Ada Kerusakan; Church areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Menyalip;Cedera Ringan
15:29:00;Rabu;diAtas 51;Laki-laki;SMP;Karyawan;1-2 Tahun;Truk Sedang;Milik Pribadi;;Tidak Ada Kerusakan;  Recreational areas;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;1;Berputar Balik;Penumpang;Perempuan;31-50;3;Wiraswasta;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
15:50:00;Rabu;Tidak Diketahui;Tidak Diketahui;SMP;Karyawan;2-5 Tahun;;Milik Pribadi;;; Industrial areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Lainnya;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;2;Mundur;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
15:50:00;Rabu;31-50;Laki-laki;SMP;Karyawan;5-10 Tahun;;;;;Area Permukiman;Lainnya;;Lainnya;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;2;Berjalan Lurus;Pejalan Kaki;Perempuan;diAtas 51;3;Pengemudi;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Ringan
15:50:00;Rabu;31-50;Laki-laki;;;;Truk Besar;Milik Pribadi;Lebih dari 10 Tahun;Tidak Ada Kerusakan;Area Permukiman;Lainnya;Jalan Lurus di Daerah Berbukit;Lainnya;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;2;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Wiraswasta;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
08:51:00;Jumat;31-50;Laki-laki;;;;Lainnya;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;31-50;3;;;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
08:51:00;Jumat;diBawah 51;Laki-laki;SMP;Karyawan;2-5 Tahun;Lainnya;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;  Market areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Siang;Normal;Tabrakan dengan Objek di Pinggir Jalan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Mundur;Cedera Ringan
08:53:00;Senin;18-30;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Mobil;;;;Tidak Diketahui;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;3;Lainnya;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
08:53:00;Senin;18-30;Laki-laki;SMP;Milik Pribadi;Lebih dari 10 Tahun;Lainnya;Milik Pribadi;;Tidak Ada Kerusakan; Industrial areas;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Siang;Normal;Tabrakan dengan Pejalan Kaki;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;diAtas 51;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
17:10:00;Kamis;31-50;Laki-laki;;;;Mobil;Milik Pribadi;;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah dengan Marka Garis Utuh;Jalan Lurus di Daerah Datar;Lainnya;Jalan Aspal;Basah;Malam (Lampu Menyala);Lainnya;Tabrakan Antar Kendaraan;2;1;Kendaraan Terbalik;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Wiraswasta;Normal;Bukan Pejalan Kaki;Menyalip;Cedera Ringan
17:10:00;Kamis;diBawah 51;Laki-laki;Sekolah Dasar;Milik Pribadi;Lebih dari 10 Tahun;Public (13?45 seats);Pemerintah;Kurang dari 1 Tahun;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Lainnya;Jalan Aspal;Basah;Malam (Lampu Menyala);Lainnya;Tabrakan dengan Objek di Pinggir Jalan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
18:10:00;Minggu;Tidak Diketahui;Perempuan;;;;Truk Besar;Milik Pribadi;5-10 Tahun;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Tidak Diketahui;Tabrakan Antar Kendaraan;2;1;Lainnya;Pengemudi atau Pengendara;Laki-laki;31-50;2;Pengemudi;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Ringan
18:10:00;Minggu;31-50;Laki-laki;SMP;Milik Pribadi;5-10 Tahun;;Pemerintah;;Tidak Ada Kerusakan;Area Permukiman;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Tidak Diketahui;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Mengemudi di Bawah Pengaruh Narkoba;Cedera Ringan
06:00:00;Selasa;18-30;Laki-laki;SMP;Milik Pribadi;Lebih dari 10 Tahun;Mobil;Milik Pribadi;1-2 Tahun;Tidak Ada Kerusakan;Area Desa;Jalan Dua Arah Tanpa Median;Tikungan Landai;Tidak Diketahui;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
06:00:00;Selasa;18-30;Laki-laki;SMA;Milik Pribadi;Lebih dari 10 Tahun;;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Area Desa;Jalan Dua Arah Tanpa Median;Tikungan Landai;Tidak Diketahui;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;diAtas 51;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
15:23:00;Senin;18-30;Laki-laki;;;;Truk Besar;Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
09:04:00;Kamis;18-30;Laki-laki;Sekolah Dasar;Karyawan;5-10 Tahun;;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah Tanpa Median;Tikungan Landai;Tidak Ada Persimpangan;Jalan Tanah;Bersalju;Siang;Kabut;Kendaraan Terguling;1;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Ringan
04:00:00;Sabtu;Tidak Diketahui;Laki-laki;Sekolah Dasar;Milik Pribadi;Lebih dari 10 Tahun;Truk Besar;Milik Pribadi;;;Area Permukiman;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Basah;Malam (Lampu Menyala);Lainnya;Tabrakan dengan Objek di Pinggir Jalan;2;1;Mundur;Pengemudi atau Pengendara;Perempuan;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Mundur;Cedera Ringan
04:00:00;Sabtu;18-30;Laki-laki;SMP;Milik Pribadi;Kurang dari 1 Tahun;Taksi;Milik Pribadi;;7; Outside rural areas;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Basah;Malam (Lampu Menyala);Lainnya;Tabrakan Antar Kendaraan;2;1;Mundur;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
11:28:00;Selasa;18-30;Laki-laki;SMP;Milik Pribadi;2-5 Tahun;Truk Besar;Milik Pribadi;Lebih dari 10 Tahun;;Area Permukiman;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;1;Mundur;Pengemudi atau Pengendara;Laki-laki;18-30;3;;;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
09:21:00;Selasa;diAtas 51;Laki-laki;SMP;Milik Pribadi;2-5 Tahun;Truk Besar;Milik Pribadi;5-10 Tahun;5; Church areas;Lainnya;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Basah;Siang;Normal;Tabrakan dengan Objek di Pinggir Jalan;2;1;Lainnya;Pengemudi atau Pengendara;Laki-laki;18-30;3;;;Bukan Pejalan Kaki;Mengemudi Secara Ceroboh;Cedera Ringan
09:21:00;Selasa;18-30;Laki-laki;SMA;Milik Pribadi;5-10 Tahun;Lainnya;Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Basah;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Mundur;Cedera Ringan
06:45:00;Senin;18-30;Laki-laki;SMP;Milik Pribadi;;Station Wagon;Milik Pribadi;Tidak Diketahui;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Pegunungan;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Lainnya;Tabrakan Antar Kendaraan;2;1;Tidak Diketahui;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Berat
06:45:00;Senin;18-30;Laki-laki;;Milik Pribadi;Kurang dari 1 Tahun;Station Wagon;Pemerintah;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Marka Putus-putus;Jalan di Lereng Curam;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Lainnya;Tabrakan Antar Kendaraan;2;1;Kendaraan Terbalik;Pengemudi atau Pengendara;Laki-laki;18-30;3;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Berat
18:00:00;Senin;Tidak Diketahui;Laki-laki;Sekolah Dasar;Milik Pribadi;Lebih dari 10 Tahun;Truk Besar;Milik Pribadi;2-5 Tahun;;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Pegunungan;Persimpangan Bentuk Y;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;1;Keluar dari Kendaraan;Pengemudi atau Pengendara;Laki-laki;5;3;;;Bukan Pejalan Kaki;Mengemudi Secara Ceroboh;Cedera Ringan
18:00:00;Senin;18-30;Laki-laki;Sekolah Dasar;Milik Pribadi;Kurang dari 1 Tahun;Truk Besar;Milik Pribadi;2-5 Tahun;;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Penumpang;Laki-laki;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Mengemudi Terlalu ke Kiri;Cedera Ringan
08:15:00;Jumat;Tidak Diketahui;Laki-laki;SMP;Milik Pribadi;5-10 Tahun;Lainnya;Milik Pribadi;Tidak Diketahui;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Basah;Siang;Normal;Tabrakan Antar Kendaraan;2;2;Berjalan Lurus;Penumpang;Laki-laki;diBawah 51;3;Pengemudi;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
08:15:00;Jumat;diBawah 51;Laki-laki;SMP;Milik Pribadi;5-10 Tahun;Mobil;Milik Pribadi;;;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Berkerikil;Basah;Siang;Normal;Tabrakan dengan Pejalan Kaki;2;2;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Mengemudi Secara Ceroboh;Cedera Ringan
08:15:00;Jumat;diBawah 51;Laki-laki;;Milik Pribadi;;;Milik Pribadi;Kurang dari 1 Tahun;;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus dengan Kemiringan Landai di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Basah;Siang;Normal;Tabrakan Antar Kendaraan;2;2;Kendaraan Terbalik;Penumpang;Perempuan;diAtas 51;3;Pengemudi;;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
10:00:00;Senin;31-50;Laki-laki;SMP;Karyawan;1-2 Tahun;Taksi;Milik Pribadi;5-10 Tahun;;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Lainnya;Jalan Tanah;Kering;Siang;Normal;Tabrakan dengan Objek di Pinggir Jalan;1;1;Berputar Balik;Pejalan Kaki;Perempuan;18-30;3;Pengemudi;Normal;Tidak Diketahui atau Lainnya;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
16:45:00;Sabtu;diAtas 51;Laki-laki;SMA;Milik Pribadi;5-10 Tahun;Truk Besar;Pemerintah;5-10 Tahun;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;1;Mundur;Pengemudi atau Pengendara;Laki-laki;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
16:45:00;Sabtu;18-30;Laki-laki;SMP;Karyawan;5-10 Tahun;Lainnya;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah dengan Median;Jalan Lurus dengan Kemiringan Landai di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;1;Lainnya;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Kendaraan Terbalik;Cedera Ringan
06:25:00;Minggu;31-50;Laki-laki;SMP;Karyawan;5-10 Tahun;Mobil;Milik Pribadi;;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Basah;Malam (Lampu Menyala);Raining and Windy;Tabrakan Antar Kendaraan;1;2;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;31-50;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
06:25:00;Minggu;31-50;Laki-laki;SMP;Karyawan;5-10 Tahun;Angkutan Umum (>45 Kursi);Milik Pribadi;2-5 Tahun;; Church areas;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Tanah;Basah;Malam (Lampu Menyala);Raining and Windy;Tabrakan Antar Kendaraan;1;2;Berjalan Lurus;Penumpang;Perempuan;diBawah 51;3;;;Bukan Pejalan Kaki;Mengemudi dengan Kecepatan Tinggi;Cedera Ringan
07:26:00;Senin;31-50;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Station Wagon;Milik Pribadi;5-10 Tahun;;Lainnya;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Lainnya;Jalan Aspal;Basah;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;1;1;Berjalan Lurus;Pengemudi atau Pengendara;Perempuan;diAtas 51;3;Pelajar/Mahasiswa;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
12:30:00;Rabu;18-30;Laki-laki;SMP;Karyawan;5-10 Tahun;Mobil;Organisasi;2-5 Tahun;; Industrial areas;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Lainnya;Jalan Aspal;Kering;Siang;Tidak Diketahui;Tabrakan Antar Kendaraan;1;1;Berjalan Lurus;Penumpang;Perempuan;18-30;3;;;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
14:30:00;Rabu;31-50;Laki-laki;SMP;Karyawan;Tidak Memiliki SIM;Truk Besar;Milik Pribadi;;Tidak Ada Kerusakan;Area Permukiman;Jalan Dua Arah dengan Median;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;3;;;Bukan Pejalan Kaki;Mengemudi Secara Ceroboh;Cedera Ringan
14:30:00;Rabu;diAtas 51;Laki-laki;Perguruan Tinggi;Karyawan;Kurang dari 1 Tahun;Lainnya;Pemerintah;Lebih dari 10 Tahun;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Umum;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;Normal;Bukan Pejalan Kaki;Mengemudi Secara Ceroboh;Cedera Ringan
16:15:00;Selasa;Tidak Diketahui;Laki-laki;Sekolah Dasar;Karyawan;5-10 Tahun;Public (13?45 seats);Milik Pribadi;;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Lainnya;Tabrakan Antar Kendaraan;1;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Mundur;Cedera Ringan
12:25:00;Minggu;31-50;Laki-laki;Sekolah Dasar;Karyawan;5-10 Tahun;Lainnya;Milik Pribadi;;Tidak Ada Kerusakan; Industrial areas;Tidak Diketahui;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Basah;Siang;Lainnya;Tabrakan dengan Objek di Pinggir Jalan;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
12:25:00;Minggu;Tidak Diketahui;Perempuan;SMP;Karyawan;5-10 Tahun;Lainnya;Milik Pribadi;1-2 Tahun;Tidak Ada Kerusakan; Industrial areas;Jalan Dua Arah dengan Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Basah;Siang;Lainnya;Tabrakan Antar Kendaraan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;3;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kanan;Cedera Ringan
10:30:00;Selasa;Tidak Diketahui;Laki-laki;SMA;Karyawan;5-10 Tahun;Ridden horse;Milik Pribadi;;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Objek di Pinggir Jalan;1;1;Lainnya;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Menyalip;Cedera Ringan
20:35:00;Jumat;Tidak Diketahui;Laki-laki;SMP;Karyawan;5-10 Tahun;Truk Besar;Organisasi;Lebih dari 10 Tahun;; Hospital areas;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;2;Mundur;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
20:35:00;Jumat;31-50;Laki-laki;SMP;Karyawan;2-5 Tahun;Truk Besar;Milik Pribadi;Tidak Diketahui;;Area Perkantoran;Jalan Satu Arah;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;Tabrakan Antar Kendaraan;2;2;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;31-50;3;;;Bukan Pejalan Kaki;Menyalip;Cedera Ringan
20:35:00;Jumat;31-50;Laki-laki;Writing & reading;Karyawan;5-10 Tahun;Pickup;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan; Church areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Persimpangan Bentuk Y;Jalan Aspal;Kering;Malam (Lampu Menyala);Normal;;2;2;Mundur;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Mundur;Cedera Ringan
14:25:00;Jumat;Tidak Diketahui;Laki-laki;SMP;Karyawan;Lebih dari 10 Tahun;Truk Sedang;Organisasi;5-10 Tahun;Tidak Ada Kerusakan; Hospital areas;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Pegunungan;Persimpangan Bentuk Y;Jalan Aspal;Basah;Siang;Hujan;Tabrakan dengan Pejalan Kaki;1;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;31-50;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
11:05:00;Rabu;31-50;Laki-laki;SMP;Karyawan;1-2 Tahun;Mobil;Milik Pribadi;Lebih dari 10 Tahun;Tidak Ada Kerusakan;Area Perkantoran;Lainnya;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;2;Mundur;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
11:05:00;Rabu;31-50;Laki-laki;Writing & reading;Karyawan;Kurang dari 1 Tahun;Mobil;Milik Pribadi;2-5 Tahun;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah dengan Marka Putus-putus;Jalan di Lereng Curam;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;2;;Pengemudi atau Pengendara;Laki-laki;18-30;3;Lainnya;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
15:20:00;Sabtu;Tidak Diketahui;Perempuan;Sekolah Dasar;Karyawan;1-2 Tahun;Pickup;Milik Pribadi;1-2 Tahun;;Area Perkantoran;Jalan Dua Arah Tanpa Median;Jalan Lurus di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan Antar Kendaraan;1;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;18-30;3;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Memberikan Prioritas kepada Kendaraan;Cedera Ringan
19:00:00;Jumat;18-30;Laki-laki;SMP;Karyawan;5-10 Tahun;Mobil;Milik Pribadi;2-5 Tahun;;Area Perkantoran;Jalan Dua Arah dengan Marka Putus-putus;Jalan Lurus di Daerah Pegunungan;Tidak Ada Persimpangan;Jalan Aspal;Kering;Siang;Normal;Tabrakan dengan Pejalan Kaki;1;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;;;Bukan Pejalan Kaki;Berpindah Jalur ke Kiri;Cedera Berat
08:52:00;Jumat;18-30;Laki-laki;SMP;Karyawan;1-2 Tahun;Lainnya;Milik Pribadi;;Tidak Ada Kerusakan;Lainnya;Jalan Dua Arah dengan Median;Turunan Curam di Daerah Pegunungan;Tidak Ada Persimpangan;Jalan Aspal;Basah;Siang;Normal;Tabrakan dengan Objek di Pinggir Jalan;2;1;Berjalan Lurus;Pengemudi atau Pengendara;Laki-laki;31-50;2;Pengemudi;Normal;Bukan Pejalan Kaki;Tidak Menjaga Jarak Aman;Cedera Ringan
08:52:00;Jumat;31-50;Laki-laki;Sekolah Dasar;Milik Pribadi;5-10 Tahun;Truk Besar;Milik Pribadi;1-2 Tahun;Tidak Ada Kerusakan;Area Perkantoran;Jalan Dua Arah Tanpa Median;Jalan Lurus dengan Kemiringan Landai di Daerah Datar;Tidak Ada Persimpangan;Jalan Aspal;Basah;Siang;Normal;;2;1;Berjalan Lurus;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Tidak Ada Data;Pengemudi;Normal;Bukan Pejalan Kaki;Mengemudi di Bawah Pengaruh Narkoba;Cedera Ringan
